id,date,speed,day_type,seasons,rainfall,storm_days
77,4/1/2017 5:00,47.82392182,0,1,11,0
78,4/1/2017 6:00,44.23551564,0,1,11,0
79,4/1/2017 7:00,33.12359077,0,1,11,0
80,4/1/2017 8:00,15.84481526,0,1,11,0
81,4/1/2017 9:00,17.64144179,0,1,11,0
82,4/1/2017 10:00,35.16115116,0,1,11,0
83,4/1/2017 11:00,22.56581734,0,1,11,0
84,4/1/2017 12:00,21.0637633,0,1,11,0
85,4/1/2017 13:00,22.21272986,0,1,11,0
86,4/1/2017 14:00,18.82801387,0,1,11,0
87,4/1/2017 15:00,25.66608147,0,1,11,0
88,4/1/2017 16:00,20.4252902,0,1,11,0
89,4/1/2017 17:00,14.05252592,0,1,11,0
90,4/1/2017 18:00,9.147401141,0,1,11,0
91,4/1/2017 19:00,19.02442385,0,1,11,0
92,4/1/2017 20:00,38.24235869,0,1,11,0
93,4/1/2017 21:00,45.15144992,0,1,11,0
94,4/1/2017 22:00,43.42681956,0,1,11,0
95,4/1/2017 23:00,46.23516395,0,1,11,0
96,5/1/2017 0:00,47.62054959,0,1,11,0
97,5/1/2017 1:00,49.33885926,0,1,11,0
98,5/1/2017 2:00,47.11688238,0,1,11,0
99,5/1/2017 3:00,49.39724077,0,1,11,0
100,5/1/2017 4:00,48.08730374,0,1,11,0
101,5/1/2017 5:00,47.36046548,0,1,11,0
102,5/1/2017 6:00,44.20018536,0,1,11,0
103,5/1/2017 7:00,31.60134478,0,1,11,0
104,5/1/2017 8:00,16.46517421,0,1,11,0
105,5/1/2017 9:00,17.96875426,0,1,11,0
106,5/1/2017 10:00,25.75849717,0,1,11,0
107,5/1/2017 11:00,20.21677059,0,1,11,0
108,5/1/2017 12:00,15.45068766,0,1,11,0
109,5/1/2017 13:00,24.11887946,0,1,11,0
110,5/1/2017 14:00,18.52166955,0,1,11,0
111,5/1/2017 15:00,16.46450885,0,1,11,0
112,5/1/2017 16:00,18.17705224,0,1,11,0
113,5/1/2017 17:00,18.76415651,0,1,11,0
114,5/1/2017 18:00,12.73023552,0,1,11,0
115,5/1/2017 19:00,27.26244377,0,1,11,0
116,5/1/2017 20:00,39.24596273,0,1,11,0
117,5/1/2017 21:00,46.42862783,0,1,11,0
118,5/1/2017 22:00,41.54884046,0,1,11,0
119,5/1/2017 23:00,46.01634705,0,1,11,0
120,6/1/2017 0:00,48.24098615,0,1,11,0
121,6/1/2017 1:00,49.06677181,0,1,11,0
122,6/1/2017 2:00,49.18225728,0,1,11,0
123,6/1/2017 3:00,48.76311408,0,1,11,0
124,6/1/2017 4:00,46.94342278,0,1,11,0
125,6/1/2017 5:00,45.73259343,0,1,11,0
126,6/1/2017 6:00,42.42713524,0,1,11,0
127,6/1/2017 7:00,23.34866211,0,1,11,0
128,6/1/2017 8:00,12.19279364,0,1,11,0
129,6/1/2017 9:00,22.46146723,0,1,11,0
130,6/1/2017 10:00,19.90455086,0,1,11,0
131,6/1/2017 11:00,17.88062449,0,1,11,0
132,6/1/2017 12:00,19.31316377,0,1,11,0
133,6/1/2017 13:00,22.07041128,0,1,11,0
134,6/1/2017 14:00,19.32455974,0,1,11,0
135,6/1/2017 15:00,15.4648349,0,1,11,0
136,6/1/2017 16:00,15.49305212,0,1,11,0
137,6/1/2017 17:00,7.410663009,0,1,11,0
138,6/1/2017 18:00,10.70230315,0,1,11,0
139,6/1/2017 19:00,10.6378703,0,1,11,0
140,6/1/2017 20:00,22.30837393,0,1,11,0
141,6/1/2017 21:00,45.55106337,0,1,11,0
142,6/1/2017 22:00,37.8408453,0,1,11,0
143,6/1/2017 23:00,37.79109996,0,1,11,0
144,7/1/2017 0:00,50.40111545,0.5,1,11,0
145,7/1/2017 1:00,48.18210878,0.5,1,11,0
146,7/1/2017 2:00,47.82869486,0.5,1,11,0
147,7/1/2017 3:00,48.92904872,0.5,1,11,0
148,7/1/2017 4:00,49.85827567,0.5,1,11,0
149,7/1/2017 5:00,47.75283863,0.5,1,11,0
150,7/1/2017 6:00,49.54772466,0.5,1,11,0
151,7/1/2017 7:00,40.14849512,0.5,1,11,0
152,7/1/2017 8:00,22.20200041,0.5,1,11,0
153,7/1/2017 9:00,22.46809181,0.5,1,11,0
154,7/1/2017 10:00,25.90171759,0.5,1,11,0
155,7/1/2017 11:00,13.30846687,0.5,1,11,0
156,7/1/2017 12:00,19.68658036,0.5,1,11,0
157,7/1/2017 13:00,17.37472399,0.5,1,11,0
158,7/1/2017 14:00,26.70278181,0.5,1,11,0
159,7/1/2017 15:00,17.66573979,0.5,1,11,0
160,7/1/2017 16:00,16.57825663,0.5,1,11,0
161,7/1/2017 17:00,11.49302137,0.5,1,11,0
162,7/1/2017 18:00,22.53092866,0.5,1,11,0
163,7/1/2017 19:00,31.55926167,0.5,1,11,0
164,7/1/2017 20:00,41.20998077,0.5,1,11,0
165,7/1/2017 21:00,40.16778996,0.5,1,11,0
166,7/1/2017 22:00,35.175395,0.5,1,11,0
167,7/1/2017 23:00,33.350155,0.5,1,11,0
168,8/1/2017 0:00,45.02945502,0.5,1,11,0
169,8/1/2017 1:00,46.27002343,0.5,1,11,0
170,8/1/2017 2:00,45.65299811,0.5,1,11,0
171,8/1/2017 3:00,46.07199492,0.5,1,11,0
172,8/1/2017 4:00,45.51427407,0.5,1,11,0
173,8/1/2017 5:00,44.50013047,0.5,1,11,0
174,8/1/2017 6:00,48.62470619,0.5,1,11,0
175,8/1/2017 7:00,40.45019105,0.5,1,11,0
176,8/1/2017 8:00,44.07312755,0.5,1,11,0
177,8/1/2017 9:00,43.41774003,0.5,1,11,0
178,8/1/2017 10:00,33.54299461,0.5,1,11,0
179,8/1/2017 11:00,35.43886046,0.5,1,11,0
180,8/1/2017 12:00,35.1515404,0.5,1,11,0
181,8/1/2017 13:00,42.01795359,0.5,1,11,0
182,8/1/2017 14:00,44.35885003,0.5,1,11,0
183,8/1/2017 15:00,41.85665755,0.5,1,11,0
184,8/1/2017 16:00,46.9843695,0.5,1,11,0
185,8/1/2017 17:00,44.55842687,0.5,1,11,0
186,8/1/2017 18:00,36.75002629,0.5,1,11,0
187,8/1/2017 19:00,41.04219346,0.5,1,11,0
188,8/1/2017 20:00,44.91175342,0.5,1,11,0
189,8/1/2017 21:00,38.00258426,0.5,1,11,0
190,8/1/2017 22:00,39.56533591,0.5,1,11,0
191,8/1/2017 23:00,44.88975359,0.5,1,11,0
192,9/1/2017 0:00,46.89737259,0,1,11,0
193,9/1/2017 1:00,47.51728708,0,1,11,0
194,9/1/2017 2:00,46.77890873,0,1,11,0
195,9/1/2017 3:00,46.59530965,0,1,11,0
196,9/1/2017 4:00,47.28466609,0,1,11,0
197,9/1/2017 5:00,45.68025562,0,1,11,0
198,9/1/2017 6:00,42.42232551,0,1,11,0
199,9/1/2017 7:00,27.94660201,0,1,11,0
200,9/1/2017 8:00,14.91046636,0,1,11,0
201,9/1/2017 9:00,21.87220143,0,1,11,0
202,9/1/2017 10:00,31.45463229,0,1,11,0
203,9/1/2017 11:00,17.40291937,0,1,11,0
204,9/1/2017 12:00,20.51591579,0,1,11,0
205,9/1/2017 13:00,21.73016652,0,1,11,0
206,9/1/2017 14:00,13.8174413,0,1,11,0
207,9/1/2017 15:00,15.87921957,0,1,11,0
208,9/1/2017 16:00,12.30524083,0,1,11,0
209,9/1/2017 17:00,17.21710414,0,1,11,0
210,9/1/2017 18:00,11.00704849,0,1,11,0
211,9/1/2017 19:00,19.57326069,0,1,11,0
212,9/1/2017 20:00,41.22733085,0,1,11,0
213,9/1/2017 21:00,45.00668776,0,1,11,0
214,9/1/2017 22:00,43.0148001,0,1,11,0
215,9/1/2017 23:00,43.67710204,0,1,11,0
216,10/1/2017 0:00,48.40018923,0,1,11,0
217,10/1/2017 1:00,49.86170544,0,1,11,0
218,10/1/2017 2:00,48.01945877,0,1,11,0
219,10/1/2017 3:00,49.40212743,0,1,11,0
220,10/1/2017 4:00,47.72174178,0,1,11,0
221,10/1/2017 5:00,47.95785199,0,1,11,0
222,10/1/2017 6:00,42.40176994,0,1,11,0
223,10/1/2017 7:00,26.0966642,0,1,11,0
224,10/1/2017 8:00,11.2973083,0,1,11,0
225,10/1/2017 9:00,18.89114203,0,1,11,0
226,10/1/2017 10:00,19.557844,0,1,11,0
227,10/1/2017 11:00,24.20246641,0,1,11,0
228,10/1/2017 12:00,19.75018988,0,1,11,0
229,10/1/2017 13:00,20.30806078,0,1,11,0
230,10/1/2017 14:00,17.92473803,0,1,11,0
231,10/1/2017 15:00,16.91231937,0,1,11,0
232,10/1/2017 16:00,15.98744844,0,1,11,0
233,10/1/2017 17:00,10.40313416,0,1,11,0
234,10/1/2017 18:00,11.77482407,0,1,11,0
235,10/1/2017 19:00,21.05529377,0,1,11,0
236,10/1/2017 20:00,36.32282051,0,1,11,0
237,10/1/2017 21:00,42.8978223,0,1,11,0
238,10/1/2017 22:00,35.88633582,0,1,11,0
239,10/1/2017 23:00,42.65256903,0,1,11,0
240,11/1/2017 0:00,48.01370645,0,1,11,0
241,11/1/2017 1:00,48.83545502,0,1,11,0
242,11/1/2017 2:00,47.02411476,0,1,11,0
243,11/1/2017 3:00,49.05510693,0,1,11,0
244,11/1/2017 4:00,47.1398474,0,1,11,0
245,11/1/2017 5:00,46.89427879,0,1,11,0
246,11/1/2017 6:00,42.01954783,0,1,11,0
247,11/1/2017 7:00,29.21588608,0,1,11,0
248,11/1/2017 8:00,15.68014665,0,1,11,0
249,11/1/2017 9:00,14.10570534,0,1,11,0
250,11/1/2017 10:00,22.93597272,0,1,11,0
251,11/1/2017 11:00,25.05760474,0,1,11,0
252,11/1/2017 12:00,20.15228794,0,1,11,0
253,11/1/2017 13:00,13.41457111,0,1,11,0
254,11/1/2017 14:00,24.22210957,0,1,11,0
255,11/1/2017 15:00,22.4139138,0,1,11,0
256,11/1/2017 16:00,16.23335534,0,1,11,0
257,11/1/2017 17:00,9.26539275,0,1,11,0
258,11/1/2017 18:00,10.11339149,0,1,11,0
259,11/1/2017 19:00,21.12337899,0,1,11,0
260,11/1/2017 20:00,35.75299429,0,1,11,0
261,11/1/2017 21:00,45.96975648,0,1,11,0
262,11/1/2017 22:00,40.24104883,0,1,11,0
263,11/1/2017 23:00,42.79468373,0,1,11,0
264,12/1/2017 0:00,49.79884719,0,1,11,0
265,12/1/2017 1:00,49.68381336,0,1,11,0
266,12/1/2017 2:00,45.92108257,0,1,11,0
267,12/1/2017 3:00,49.57712542,0,1,11,0
268,12/1/2017 4:00,46.69742697,0,1,11,0
269,12/1/2017 5:00,47.58790607,0,1,11,0
270,12/1/2017 6:00,44.53748022,0,1,11,0
271,12/1/2017 7:00,30.14370875,0,1,11,0
272,12/1/2017 8:00,16.09281639,0,1,11,0
273,12/1/2017 9:00,16.00996717,0,1,11,0
274,12/1/2017 10:00,22.52766565,0,1,11,0
275,12/1/2017 11:00,22.0655043,0,1,11,0
276,12/1/2017 12:00,19.1083683,0,1,11,0
277,12/1/2017 13:00,21.14311134,0,1,11,0
278,12/1/2017 14:00,16.18751588,0,1,11,0
279,12/1/2017 15:00,11.62247361,0,1,11,0
280,12/1/2017 16:00,13.8478886,0,1,11,0
281,12/1/2017 17:00,10.8319543,0,1,11,0
282,12/1/2017 18:00,11.17903316,0,1,11,0
283,12/1/2017 19:00,23.6559051,0,1,11,0
284,12/1/2017 20:00,37.66340491,0,1,11,0
285,12/1/2017 21:00,45.84056055,0,1,11,0
286,12/1/2017 22:00,36.49120814,0,1,11,0
287,12/1/2017 23:00,42.20852811,0,1,11,0
288,13/1/2017 0:00,47.77257703,0,1,11,0
289,13/1/2017 1:00,52.13340952,0,1,11,0
290,13/1/2017 2:00,48.62430616,0,1,11,0
291,13/1/2017 3:00,46.85181499,0,1,11,0
292,13/1/2017 4:00,45.39682173,0,1,11,0
293,13/1/2017 5:00,47.55063571,0,1,11,0
294,13/1/2017 6:00,41.56869574,0,1,11,0
295,13/1/2017 7:00,25.6069636,0,1,11,0
296,13/1/2017 8:00,11.34533897,0,1,11,0
297,13/1/2017 9:00,19.30149308,0,1,11,0
298,13/1/2017 10:00,22.69236867,0,1,11,0
299,13/1/2017 11:00,22.88090452,0,1,11,0
300,13/1/2017 12:00,15.03925555,0,1,11,0
301,13/1/2017 13:00,17.9583607,0,1,11,0
302,13/1/2017 14:00,13.3804424,0,1,11,0
303,13/1/2017 15:00,16.75703165,0,1,11,0
304,13/1/2017 16:00,12.13233131,0,1,11,0
305,13/1/2017 17:00,6.101640291,0,1,11,0
306,13/1/2017 18:00,9.643345186,0,1,11,0
307,13/1/2017 19:00,19.19325417,0,1,11,0
308,13/1/2017 20:00,37.14360634,0,1,11,0
309,13/1/2017 21:00,44.08961013,0,1,11,0
310,13/1/2017 22:00,31.52926755,0,1,11,0
311,13/1/2017 23:00,24.29534546,0,1,11,0
312,14/1/2017 0:00,46.90567994,0.5,1,11,0
313,14/1/2017 1:00,48.53220815,0.5,1,11,0
314,14/1/2017 2:00,47.50157656,0.5,1,11,0
315,14/1/2017 3:00,49.41488506,0.5,1,11,0
316,14/1/2017 4:00,50.25685268,0.5,1,11,0
317,14/1/2017 5:00,45.86340059,0.5,1,11,0
318,14/1/2017 6:00,43.37214678,0.5,1,11,0
319,14/1/2017 7:00,41.84998581,0.5,1,11,0
320,14/1/2017 8:00,26.65595372,0.5,1,11,0
321,14/1/2017 9:00,18.47723566,0.5,1,11,0
322,14/1/2017 10:00,20.24316911,0.5,1,11,0
323,14/1/2017 11:00,15.87806385,0.5,1,11,0
324,14/1/2017 12:00,17.10833624,0.5,1,11,0
325,14/1/2017 13:00,14.51595561,0.5,1,11,0
326,14/1/2017 14:00,14.0846706,0.5,1,11,0
327,14/1/2017 15:00,14.04650257,0.5,1,11,0
328,14/1/2017 16:00,13.16144453,0.5,1,11,0
329,14/1/2017 17:00,15.69156891,0.5,1,11,0
330,14/1/2017 18:00,11.41326331,0.5,1,11,0
331,14/1/2017 19:00,29.15225343,0.5,1,11,0
332,14/1/2017 20:00,39.21356016,0.5,1,11,0
333,14/1/2017 21:00,39.72189565,0.5,1,11,0
334,14/1/2017 22:00,29.00408589,0.5,1,11,0
335,14/1/2017 23:00,20.30243027,0.5,1,11,0
336,15/1/2017 0:00,43.18123431,0.5,1,11,0
337,15/1/2017 1:00,49.19540841,0.5,1,11,0
338,15/1/2017 2:00,45.63729461,0.5,1,11,0
339,15/1/2017 3:00,47.13723996,0.5,1,11,0
340,15/1/2017 4:00,47.64430302,0.5,1,11,0
341,15/1/2017 5:00,44.05868139,0.5,1,11,0
342,15/1/2017 6:00,45.66760775,0.5,1,11,0
343,15/1/2017 7:00,39.82115019,0.5,1,11,0
344,15/1/2017 8:00,39.88313658,0.5,1,11,0
345,15/1/2017 9:00,37.01930179,0.5,1,11,0
346,15/1/2017 10:00,42.05568367,0.5,1,11,0
347,15/1/2017 11:00,39.93798733,0.5,1,11,0
348,15/1/2017 12:00,42.61913394,0.5,1,11,0
349,15/1/2017 13:00,41.09842129,0.5,1,11,0
350,15/1/2017 14:00,42.86226246,0.5,1,11,0
351,15/1/2017 15:00,38.24543052,0.5,1,11,0
352,15/1/2017 16:00,31.56907602,0.5,1,11,0
353,15/1/2017 17:00,41.83716732,0.5,1,11,0
354,15/1/2017 18:00,31.97247988,0.5,1,11,0
355,15/1/2017 19:00,45.24276678,0.5,1,11,0
356,15/1/2017 20:00,43.76981497,0.5,1,11,0
357,15/1/2017 21:00,36.53184286,0.5,1,11,0
358,15/1/2017 22:00,34.34011137,0.5,1,11,0
359,15/1/2017 23:00,45.14997057,0.5,1,11,0
360,16/1/2017 0:00,46.53770081,0,1,11,0
361,16/1/2017 1:00,49.28972754,0,1,11,0
362,16/1/2017 2:00,45.57499041,0,1,11,0
363,16/1/2017 3:00,47.95121076,0,1,11,0
364,16/1/2017 4:00,45.75230554,0,1,11,0
365,16/1/2017 5:00,45.8080087,0,1,11,0
366,16/1/2017 6:00,43.07830809,0,1,11,0
367,16/1/2017 7:00,24.92097232,0,1,11,0
368,16/1/2017 8:00,10.81345725,0,1,11,0
369,16/1/2017 9:00,13.535974,0,1,11,0
370,16/1/2017 10:00,15.61301969,0,1,11,0
371,16/1/2017 11:00,24.13540118,0,1,11,0
372,16/1/2017 12:00,21.92170174,0,1,11,0
373,16/1/2017 13:00,27.11623167,0,1,11,0
374,16/1/2017 14:00,19.18424493,0,1,11,0
375,16/1/2017 15:00,19.67490396,0,1,11,0
376,16/1/2017 16:00,23.53270344,0,1,11,0
377,16/1/2017 17:00,18.79525445,0,1,11,0
378,16/1/2017 18:00,9.515760356,0,1,11,0
379,16/1/2017 19:00,16.17109041,0,1,11,0
380,16/1/2017 20:00,38.88529737,0,1,11,0
381,16/1/2017 21:00,47.06565148,0,1,11,0
382,17/1/2017 2:00,47.68206799,0,1,11,0
383,17/1/2017 3:00,47.42633755,0,1,11,0
384,17/1/2017 4:00,47.38607771,0,1,11,0
385,17/1/2017 5:00,46.65533394,0,1,11,0
386,17/1/2017 6:00,44.00032927,0,1,11,0
387,17/1/2017 7:00,27.76034909,0,1,11,0
388,17/1/2017 8:00,13.52074191,0,1,11,0
389,17/1/2017 9:00,17.37344768,0,1,11,0
390,17/1/2017 10:00,22.42726536,0,1,11,0
391,17/1/2017 11:00,18.71122479,0,1,11,0
392,17/1/2017 12:00,18.70123847,0,1,11,0
393,17/1/2017 13:00,20.34790401,0,1,11,0
394,17/1/2017 14:00,20.50319323,0,1,11,0
395,17/1/2017 15:00,20.70269812,0,1,11,0
396,17/1/2017 16:00,18.73631302,0,1,11,0
397,17/1/2017 17:00,11.30486958,0,1,11,0
398,17/1/2017 18:00,8.404659052,0,1,11,0
399,17/1/2017 19:00,23.68860846,0,1,11,0
400,17/1/2017 20:00,37.91832407,0,1,11,0
401,17/1/2017 21:00,45.10128623,0,1,11,0
402,17/1/2017 22:00,42.4202061,0,1,11,0
403,17/1/2017 23:00,43.94357933,0,1,11,0
404,18/1/2017 0:00,48.04726084,0,1,11,0
405,18/1/2017 1:00,52.40733803,0,1,11,0
406,18/1/2017 2:00,45.75224947,0,1,11,0
407,18/1/2017 8:00,15.57356203,0,1,11,0
408,18/1/2017 9:00,12.97242284,0,1,11,0
409,18/1/2017 10:00,22.16793552,0,1,11,0
410,18/1/2017 11:00,29.91862435,0,1,11,0
411,18/1/2017 12:00,16.64321487,0,1,11,0
412,18/1/2017 13:00,13.83576,0,1,11,0
413,18/1/2017 14:00,13.5673244,0,1,11,0
414,18/1/2017 15:00,16.69212322,0,1,11,0
415,18/1/2017 16:00,15.32881353,0,1,11,0
416,18/1/2017 17:00,11.06637838,0,1,11,0
417,18/1/2017 18:00,11.68317977,0,1,11,0
418,18/1/2017 19:00,14.85833466,0,1,11,0
419,18/1/2017 20:00,38.08528201,0,1,11,0
420,18/1/2017 21:00,47.53734625,0,1,11,0
421,18/1/2017 22:00,39.61195123,0,1,11,0
422,18/1/2017 23:00,42.85267604,0,1,11,0
423,19/1/2017 0:00,49.13299653,0,1,11,0
424,19/1/2017 1:00,50.53230924,0,1,11,0
425,19/1/2017 2:00,45.61325581,0,1,11,0
426,19/1/2017 3:00,47.28016931,0,1,11,0
427,19/1/2017 4:00,47.87149326,0,1,11,0
428,19/1/2017 5:00,43.53279359,0,1,11,0
429,19/1/2017 6:00,43.1195093,0,1,11,0
430,19/1/2017 7:00,28.08196171,0,1,11,0
431,19/1/2017 8:00,13.34617995,0,1,11,0
432,19/1/2017 9:00,17.61774615,0,1,11,0
433,19/1/2017 10:00,28.73859366,0,1,11,0
434,19/1/2017 11:00,24.80990966,0,1,11,0
435,19/1/2017 12:00,15.95718355,0,1,11,0
436,19/1/2017 13:00,19.19802287,0,1,11,0
437,19/1/2017 14:00,17.32762647,0,1,11,0
438,19/1/2017 15:00,11.99743787,0,1,11,0
439,19/1/2017 16:00,10.43288552,0,1,11,0
440,19/1/2017 17:00,7.904075028,0,1,11,0
441,19/1/2017 18:00,10.65157362,0,1,11,0
442,19/1/2017 19:00,18.13794067,0,1,11,0
443,19/1/2017 20:00,37.63411425,0,1,11,0
444,19/1/2017 21:00,43.99878709,0,1,11,0
445,19/1/2017 22:00,32.85284035,0,1,11,0
446,19/1/2017 23:00,36.10529457,0,1,11,0
447,20/1/2017 0:00,49.77085469,0,1,11,0
448,20/1/2017 1:00,48.90448761,0,1,11,0
449,20/1/2017 2:00,44.87561136,0,1,11,0
450,20/1/2017 3:00,47.80671774,0,1,11,0
451,20/1/2017 4:00,47.34932008,0,1,11,0
452,20/1/2017 5:00,46.4331911,0,1,11,0
453,20/1/2017 6:00,45.56966986,0,1,11,0
454,20/1/2017 7:00,25.31311116,0,1,11,0
455,20/1/2017 8:00,10.31168421,0,1,11,0
456,20/1/2017 9:00,15.54962139,0,1,11,0
457,20/1/2017 10:00,19.27490799,0,1,11,0
458,20/1/2017 11:00,19.35415855,0,1,11,0
459,20/1/2017 12:00,15.76258807,0,1,11,0
460,20/1/2017 13:00,22.21524176,0,1,11,0
461,20/1/2017 14:00,14.80262215,0,1,11,0
462,20/1/2017 15:00,17.93759375,0,1,11,0
463,20/1/2017 16:00,9.44433097,0,1,11,0
464,20/1/2017 17:00,6.36911692,0,1,11,0
465,20/1/2017 18:00,6.811959656,0,1,11,0
466,20/1/2017 19:00,20.31732469,0,1,11,0
467,20/1/2017 20:00,32.71778685,0,1,11,0
468,20/1/2017 21:00,41.02951903,0,1,11,0
469,20/1/2017 22:00,24.76858963,0,1,11,0
470,20/1/2017 23:00,27.1881086,0,1,11,0
471,21/1/2017 0:00,46.61575248,0.5,1,11,0
472,21/1/2017 1:00,50.47198991,0.5,1,11,0
473,21/1/2017 2:00,51.13364016,0.5,1,11,0
474,21/1/2017 3:00,49.80432011,0.5,1,11,0
475,21/1/2017 4:00,49.81974676,0.5,1,11,0
476,21/1/2017 5:00,48.91168734,0.5,1,11,0
477,21/1/2017 6:00,44.40651746,0.5,1,11,0
478,21/1/2017 7:00,42.46544503,0.5,1,11,0
479,21/1/2017 8:00,29.27655194,0.5,1,11,0
480,21/1/2017 9:00,31.21411453,0.5,1,11,0
481,21/1/2017 10:00,28.10970525,0.5,1,11,0
482,21/1/2017 11:00,13.24542681,0.5,1,11,0
483,21/1/2017 12:00,17.07753364,0.5,1,11,0
484,21/1/2017 13:00,16.02515897,0.5,1,11,0
485,21/1/2017 14:00,14.65032206,0.5,1,11,0
486,21/1/2017 15:00,14.15453063,0.5,1,11,0
487,21/1/2017 16:00,12.78201232,0.5,1,11,0
488,21/1/2017 17:00,11.95899808,0.5,1,11,0
489,21/1/2017 18:00,11.34301273,0.5,1,11,0
490,21/1/2017 19:00,27.28784874,0.5,1,11,0
491,21/1/2017 20:00,39.85016641,0.5,1,11,0
492,21/1/2017 21:00,37.40504941,0.5,1,11,0
493,21/1/2017 22:00,15.39069888,0.5,1,11,0
494,21/1/2017 23:00,17.36956057,0.5,1,11,0
495,22/1/2017 0:00,43.75953478,0.5,1,11,0
496,22/1/2017 1:00,49.24575947,0.5,1,11,0
497,22/1/2017 2:00,50.61659897,0.5,1,11,0
498,22/1/2017 3:00,48.02425757,0.5,1,11,0
499,22/1/2017 4:00,49.53654037,0.5,1,11,0
500,22/1/2017 5:00,48.19699668,0.5,1,11,0
501,22/1/2017 6:00,46.13904904,0.5,1,11,0
502,22/1/2017 7:00,45.52190173,0.5,1,11,0
503,22/1/2017 8:00,45.63889014,0.5,1,11,0
504,22/1/2017 9:00,36.31342888,0.5,1,11,0
505,22/1/2017 10:00,37.98557741,0.5,1,11,0
506,22/1/2017 11:00,26.8835009,0.5,1,11,0
